;Czech;Slovak;Polish;Russian;Ukrainian;Bulgarian;Croatian;Serbian;Slovenian;Church Slavonic;Latvian;English;German;Gothic;Dutch;Afrikaans;Norwegian Bokmaal;Norwegian Nynorsk;Swedish;Danish;Spanish;Catalan;Galician;French;Portuguese;Brasil;Italian;Romanian;Latin;Finnish;Estonian;Hungarian;Greek;Ancient Greek;Hebrew;Arabic;Hindi;Urdu;Persian;Japanese;Chinese;Korean;Indonesian;Vietnamese;Basque;Turkish
Ancient Greek;0.616932215496981;0.551055339002702;0.462904566552361;0.632069486477201;0.67379160944834;0.624382443338851;0.482395190671769;0.341542873274612;0.621349345803699;0.706411813802479;0.701247064254234;0.500508231232469;0.580886749502942;0.670243742309111;0.607197216562601;0.454120045786976;0.5198613736962;0.557792800032064;0.481598968803595;0.414720215967623;0.446921284534322;0.506574719949164;0.0492774165964261;0.344401759687525;0.145984085260493;0.119452392307562;0.308082442984736;0.520317869411145;0.805528826494529;0.613050595197333;0.644432731671324;0.369345404918;0.573348184670522;1;0.0338741190632269;-0.0254013879175136;0.323579360072307;0.43399144769482;0.265249939038554;-0.0491580111088574;0.258184946620352;-0.0199537547237597;0.313962117192451;0.142924864698281;0.731279246249951;0.485249431551035
Hebrew;0.134949344444927;0.108995344105256;0.0780000421666643;0.116307844985551;0.121655454768832;0.13760088820678;0.064353573796709;0.0798443814593291;0.094200954065277;0.0672393943484034;0.123865126326982;0.13620740669268;0.0771365635816176;0.0473473201090012;0.0660390816616623;-0.0129122201290088;0.112425312822072;0.143066182679682;0.156693956549879;0.144647945512533;0.125020138014942;0.138641726403828;0.386613909094659;0.186396132493913;0.413179528263479;0.377322422952175;0.357675813528145;0.125527041646307;0.0111920465716737;0.125412009351705;0.157972514944196;0.0446751180498193;0.226075062915694;0.0338741190632269;1;0.580041917243056;-0.060952264146965;0.0201521099231574;-0.00278683965390041;-0.0382409010359299;-0.064939369298137;0.0265114674077006;0.0373691629527458;-0.032767766217176;0.0675067973043756;0.107654481658675
Arabic;0.00856387545177799;-0.0016144302327411;0.0106309823634999;0.0243267956232242;0.0176243372589113;0.0095050323824262;0.00491720678215781;0.0156398322648987;-0.000366083753461692;-0.0172885975236885;0.0251974483965463;-0.0278208514718218;-0.00266241354096364;-0.028951910965565;-0.0189436181313051;-0.0458694726430084;-0.0195137381099078;0.000650838997960036;-0.00829017385959379;-0.0128388765994312;0.0440948153220967;0.0216665167815695;0.535744546741882;0.168389642944994;0.498577041757604;0.482481017552924;0.407988982592632;-0.0185062817135515;-0.0425136228306239;0.00447597460488337;0.0599479095274908;0.00272379599968564;0.0640020658485331;-0.0254013879175136;0.580041917243056;1;-0.0517095043976349;0.0999381808642759;-0.0153202500365299;-0.0278941976460871;-0.0541565052709442;-0.0434203112067207;-0.00859496454381778;-0.0370822348941043;-0.0294966455771102;0.0102414385519436
Hindi;0.138122227810542;0.091970008504245;0.0573603872166886;0.132447777366343;0.149045576371914;0.0575722928069277;0.0737061151942998;0.00310476003137904;0.16589999217683;0.078702675692758;0.177167759517108;0.105494180736479;0.217698942415497;0.0652024676680895;0.228428049108833;0.180966685591169;0.0728079623479105;0.0560446590055247;0.0380825496567178;-0.00892326033849336;-0.00273727925448064;0.0172340770664084;-0.0597185414461812;-0.0229321951658566;-0.058094192750787;-0.0403849916487842;-0.0262380715035726;0.0231700663750212;0.229614998945709;0.301996533414278;0.179404938285171;0.296209966371233;0.059720917257629;0.323579360072307;-0.060952264146965;-0.0517095043976349;1;0.501790926924351;0.115999385812777;-0.033831343536002;0.114648494925495;-0.0272534350511659;-0.00138207491368832;0.0325912979391279;0.254356488277404;0.150814232711287
Urdu;0.0790894486903585;0.0414300207589283;0.0471463711666217;0.101047543948177;0.0903619651426617;0.0748533620205783;0.0609967966555883;-0.00498300178303633;0.092925712249089;0.176070833994322;0.264250887205239;0.287367601132398;0.127708713608654;0.166722805663417;0.0790016672515122;0.14494107171887;0.309329455456609;0.282896842353482;0.130928487215771;0.0573210272622034;0.074887474299785;0.0659825513709961;0.145411259778808;0.120165735396982;0.157759977277954;0.232160931626503;0.175528968832874;0.117716028716412;0.300823468156302;0.368593763165252;0.247947538109051;0.0830204907840058;0.157334196399692;0.43399144769482;0.0201521099231574;0.0999381808642759;0.501790926924351;1;0.627195301672593;-0.0345103915070747;0.0198769255399317;0.062717518326283;0.0949754087581225;0.0346062825794472;0.277105310602425;0.0723668892483558
Persian;0.18228751992174;0.068823611609302;0.264447112386615;0.0953409154126949;0.097056519621213;0.103510083849942;0.0809155166638737;0.0183226240950964;0.0862161354827077;0.0434353445611969;0.261680849452592;0.26218813598212;0.141598140503347;0.078332497315145;0.0471785280951018;0.186638156513138;0.333566954332935;0.3809333985723;0.133083786276313;0.136380007338053;0.306234948555448;0.26975912931609;0.0269547225406999;0.266012721831123;0.0754796307485939;0.169414598794865;0.203015310765961;0.254406806088386;0.307149784134896;0.335636149794727;0.220879543703693;-0.018398751528245;0.190706372851932;0.265249939038554;-0.00278683965390041;-0.0153202500365299;0.115999385812777;0.627195301672593;1;-0.0246522158776203;0.0185718961545458;0.209080386325328;0.162901411175648;0.0877971359595436;0.18835780984755;0.127061626406119
Japanese;-0.0365113415786867;-0.0371546736459942;-0.0302140641194056;-0.0299924001252817;-0.0292971595856563;-0.0351616899155384;-0.0326489174029136;-0.0298720312895932;-0.0327815470650809;-0.0360434751528593;-0.0298674430236342;-0.025950693474059;-0.0392548464615199;-0.0356272422534243;-0.0341156937724397;-0.0334416419557559;-0.0355652257131928;-0.0373613019736429;-0.0277472953747301;-0.0306849341501243;-0.032210518478016;-0.0317265222740555;-0.033957026154479;-0.035233087927854;-0.0422330958191201;-0.0432481552112649;-0.0449182908305782;-0.0362046117731901;-0.0476728172452416;-0.0356099383727829;-0.0336215189848856;-0.0293183552772986;-0.0359921243888204;-0.0491580111088574;-0.0382409010359299;-0.0278941976460871;-0.033831343536002;-0.0345103915070747;-0.0246522158776203;1;-0.0314788454279852;-0.0250198858397129;-0.0266405318545065;-0.0272479959750216;-0.0396483981823614;-0.0487649286294161
Chinese;0.357867785331056;0.423776276692123;0.172029827424656;0.378713208023742;0.387098567518315;0.301629844666431;0.395012442100084;0.295753230508784;0.394779362885404;0.0888964891981009;0.38291078974673;0.101746784241417;0.42909479518829;0.149712200552427;0.433443265167303;0.450482745658529;0.152459284886376;0.133957622141682;0.124179129397648;0.249916847741616;0.172114426275628;0.206079669112164;-0.0445731387713981;0.0867743803382879;-0.0220119513259861;-0.0628849699540967;0.0363109690316579;0.168658603066265;0.357804760990727;0.256172039941451;0.333411555556534;0.182097587650094;0.112047211670611;0.258184946620352;-0.064939369298137;-0.0541565052709442;0.114648494925495;0.0198769255399317;0.0185718961545458;-0.0314788454279852;1;-0.0106875622279303;0.211350454994493;0.135987114416212;0.456708668344891;0.261440080180059
Korean;0.142248904342478;0.0625524544202399;0.0699194500134386;-0.00759347053566995;-0.0156917154431775;0.023055565060295;-0.0218772523958714;-0.0256047560133455;0.0215335512974436;-0.0332370102546659;-0.0372279534691229;0.0834314935140324;-0.0287948223608869;-0.0272026384672121;-0.0350976625279383;-0.027520409461161;-0.0185402798173731;-0.00172751845843105;0.011421106839276;0.0316893868376714;0.138628383940649;0.105171234472174;-0.00111109840403464;0.207378052190542;0.070494046007897;0.0987006079610993;0.153418148511829;0.406974509550643;0.0283634524872046;0.0534419168786278;0.00910501210114166;-0.0270341959988802;0.0378826009986912;-0.0199537547237597;0.0265114674077006;-0.0434203112067207;-0.0272534350511659;0.062717518326283;0.209080386325328;-0.0250198858397129;-0.0106875622279303;1;0.441047942947881;0.115173971507058;0.228858148109304;0.0312731374163031
Indonesian;0.423252923429694;0.362361228824142;0.24890424592745;0.408373761222522;0.387325589546699;0.35468819498838;0.299532652410117;0.19183376660227;0.389585636709021;0.221723338705014;0.358579984621407;0.257395917013347;0.367591598469949;0.18807598501173;0.356336020398486;0.31236721381098;0.239031839469598;0.222875114612005;0.24697835685966;0.257260199339713;0.329509050665617;0.318758789074303;0.339808028775677;0.433288440786996;0.38171466184654;0.313350914705567;0.45860117013769;0.719121997270071;0.360002763598981;0.278008116243438;0.340122390063447;0.0065341580092251;0.363187772833793;0.313962117192451;0.0373691629527458;-0.00859496454381778;-0.00138207491368832;0.0949754087581225;0.162901411175648;-0.0266405318545065;0.211350454994493;0.441047942947881;1;0.231359414863775;0.559345927307406;0.304214080857252
Vietnamese;0.248573346236765;0.197324900318302;0.179265991738715;0.241254852920581;0.234496261833486;0.188557868393035;0.18697419144268;0.11121061477698;0.231826769739702;0.153552110291394;0.217764625714501;0.0687861459252441;0.209691881210189;0.181650890044432;0.22527489032037;0.204525879948671;0.0895410540165401;0.0930965723300037;0.0734272386402803;0.0962734708420055;0.191089941816433;0.191653273734853;-0.0109650399378933;0.158046953778369;0.010223889860054;-0.0178985652596938;0.0915413771807311;0.215501243659106;0.249420295217496;0.12494769938622;0.17462378748463;0.0537316598353877;0.0801511289575069;0.142924864698281;-0.032767766217176;-0.0370822348941043;0.0325912979391279;0.0346062825794472;0.0877971359595436;-0.0272479959750216;0.135987114416212;0.115173971507058;0.231359414863775;1;0.245124518338495;0.314141826796577
Basque;0.809448772262038;0.799467368770798;0.563345777107549;0.731220249665078;0.769297511066988;0.743916628237644;0.746890987966657;0.630458513796946;0.76801171621261;0.531166553363298;0.742730309678488;0.524576388237438;0.720241127514441;0.484557075217857;0.73489325630183;0.662304408908104;0.526330541156134;0.550706400620481;0.520755183095761;0.506287921965392;0.588449037910278;0.645609182047637;0.0667641118082983;0.491085714571408;0.194770793727518;0.146771785393913;0.407443329429796;0.736371028272256;0.751023574815878;0.623004411736493;0.709468379248248;0.349898417692819;0.586230808407718;0.731279246249951;0.0675067973043756;-0.0294966455771102;0.254356488277404;0.277105310602425;0.18835780984755;-0.0396483981823614;0.456708668344891;0.228858148109304;0.559345927307406;0.245124518338495;1;0.558214576195852
Turkish;0.754504597837599;0.69639848591598;0.525508181710947;0.75296806359395;0.78982430423087;0.731839369588858;0.588771082201286;0.456054553577197;0.712008172268274;0.332931628275057;0.733078642762605;0.550459793751248;0.743812974913508;0.313066284610314;0.739312642488153;0.555443944479479;0.64008989175627;0.658744079787852;0.611194605401163;0.666523558919466;0.560007865683638;0.629527768308046;0.0450411985892469;0.456794853819872;0.190451274240648;0.113732335645637;0.372413791816399;0.537190963255885;0.554178525616553;0.666745293109947;0.78402054698704;0.310809380548905;0.658558437143205;0.485249431551035;0.107654481658675;0.0102414385519436;0.150814232711287;0.0723668892483558;0.127061626406119;-0.0487649286294161;0.261440080180059;0.0312731374163031;0.304214080857252;0.314141826796577;0.558214576195852;1
